time,mean_v,std_v,wavelength
0.005,-0.5306683279322556,0.002346700484376251,500.0056296393615
0.015,-0.5302097553105619,0.002497728541968191,500.0168889180845
0.025,-0.5301078502835189,0.002518639149960249,500.0281481968075
0.035,-0.5299040402294328,0.0025476256760761373,500.0394074755304
0.045,-0.5309740430133847,0.0021870586651384456,500.0506667542534
0.055,-0.5308211854728202,0.002273480993145353,500.06192603297643
0.065,-0.5300568977699973,0.002527473772269696,500.0731853116994
0.075,-0.5297002301753466,0.0025599480003336704,500.0844445904224
0.085,-0.5299549927429544,0.0025419579812333967,500.0957038691454
0.095,-0.5305664229052125,0.0023887871881430986,500.1069631478684
0.105,-0.5308211854728201,0.002273480993145353,500.11822242659133
0.115,-0.5306683279322556,0.002346700484376251,500.12948170531433
0.125,-0.5303626128511266,0.002458041737838561,500.14074098403734
0.135,-0.5303626128511266,0.002458041737838561,500.1520002627603
0.145,-0.5308721379863417,0.002246210998689127,500.1632595414833
0.155,-0.5307192804457772,0.002323679298561452,500.1745188202063
0.165,-0.5302607078240834,0.0024856252880937893,500.18577809892923
0.175,-0.5306173754187341,0.0023683910317476966,500.19703737765224
0.185,-0.5305154703916911,0.002407921845968595,500.20829665637524
0.195,-0.5312797580945139,0.001967393328521956,500.2195559350982
0.205,-0.5308211854728202,0.002273480993145353,500.2308152138212
0.215,-0.5302607078240835,0.0024856252880937884,500.2420744925442
0.225,-0.5302607078240834,0.002485625288093789,500.25333377126714
0.235,-0.5301078502835189,0.0025186391499602487,500.26459304999014
0.245,-0.5300568977699974,0.0025274737722696962,500.27585232871314
0.255,-0.5298530877159112,0.0025522535194473007,500.2871116074361
0.265,-0.5307192804457772,0.0023236792985614524,500.2983708861591
0.275,-0.5308211854728201,0.002273480993145353,500.3096301648821
0.285,-0.5303626128511264,0.002458041737838561,500.3208894436051
0.295,-0.5300568977699973,0.002527473772269696,500.33214872232804
0.305,-0.5297511826888681,0.0025584109554635886,500.34340800105105
0.315,-0.530311660337605,0.0024724023765039984,500.35466727977405
0.325,-0.5312797580945139,0.001967393328521956,500.365926558497
0.335,-0.5307192804457772,0.002323679298561452,500.37718583722
0.345,-0.5303626128511264,0.002458041737838561,500.388445115943
0.355,-0.530413565364648,0.0024425233046283727,500.39970439466595
0.365,-0.5306173754187341,0.002368391031747697,500.41096367338895
0.375,-0.5309740430133847,0.0021870586651384456,500.42222295211195
0.385,-0.5308211854728202,0.002273480993145353,500.4334822308349
0.395,-0.5305664229052125,0.0023887871881430986,500.4447415095579
0.405,-0.530413565364648,0.0024425233046283727,500.4560007882809
0.415,-0.5307702329592988,0.0022992875063455763,500.46726006700385
0.425,-0.5309230904998633,0.00221742352971942,500.47851934572685
0.435,-0.5303626128511264,0.0024580417378385604,500.48977862444985
0.445,-0.5301078502835189,0.0025186391499602487,500.50103790317286
0.455,-0.5301078502835188,0.002518639149960249,500.5122971818958
0.465,-0.5299040402294328,0.0025476256760761373,500.5235564606188
0.475,-0.530413565364648,0.0024425233046283727,500.5348157393418
0.485,-0.5302097553105619,0.002497728541968191,500.54607501806476
0.495,-0.5299549927429542,0.0025419579812333963,500.55733429678776
0.505,-0.5303626128511266,0.002458041737838561,500.56859357551076
0.515,-0.530413565364648,0.0024425233046283727,500.5798528542337
0.525,-0.5303626128511264,0.0024580417378385604,500.5911121329567
0.535,-0.5305664229052127,0.002388787188143098,500.6023714116797
0.545,-0.5302607078240834,0.002485625288093789,500.61363069040266
0.555,-0.5312288055809924,0.0020089416626706347,500.62488996912566
0.565,-0.5310759480404279,0.0021213222997018455,500.63614924784866
