time,mean_v,std_v,wavelength
0.005,0.4653004538728958,0.012179934239306961,400.02159661454596
0.015,0.4645871186835946,0.011304482279045675,400.0647898436379
0.025,0.46560616895402496,0.013097047721115519,400.1079830727299
0.035,0.46866331976531617,0.012939928221343712,400.1511763018218
0.045,0.46835760468418713,0.013867297071977076,400.1943695309138
0.055,0.4685614147382731,0.01262896190344241,400.23756276000574
0.065,0.46907093987348847,0.011113576896057204,400.2807559890977
0.075,0.47105808790082754,0.012364663252390507,400.3239492181896
0.085,0.47233190073886566,0.01250962322477354,400.3671424472816
0.095,0.4709561828737845,0.01242348348862271,400.41033567637356
0.105,0.4734019035228175,0.012194243516547227,400.4535289054655
0.115,0.4721280906847795,0.013153789273275707,400.49672213455744
0.125,0.47549095657719975,0.011830434235726309,400.5399153636494
0.135,0.47564381411776435,0.011078244403758694,400.5831085927414
0.145,0.47605143422593654,0.012232033909629758,400.6263018218333
0.155,0.47396238117155415,0.011997716263653818,400.66949505092526
0.165,0.47778381968566835,0.013884778314302678,400.71268828001723
0.175,0.4791085850372277,0.011089600884858374,400.75588150910914
0.185,0.4783952498479264,0.011524232609629235,400.7990747382011
0.195,0.47737619957749616,0.012010059315464738,400.8422679672931
0.205,0.478650012415534,0.012604019476679058,400.88546119638505
0.215,0.48017858782117967,0.011715497236925939,400.92865442547696
0.225,0.48150335317273923,0.012799740001667583,400.97184765456893
0.235,0.48180906825386827,0.011137148105162711,401.0150408836609
0.245,0.48038239787526577,0.012809570360723598,401.0582341127528
0.255,0.47931239509131385,0.01316544685885807,401.1014273418448
0.265,0.4824204984161265,0.011442822140877352,401.14462057093675
0.275,0.48629288944376214,0.013093843697344886,401.18781380002866
0.285,0.4839490738217721,0.012338230185597505,401.23100702912063
0.295,0.4851719341462886,0.012586530368430904,401.2742002582126
0.305,0.48389812130825055,0.011293457985208706,401.31739348730457
0.315,0.48369431125416457,0.01215676708032242,401.3605867163965
0.325,0.4844585989569874,0.012698540064546118,401.40377994548845
0.335,0.48771955982236465,0.01179046718839844,401.4469731745804
0.345,0.48664955703841273,0.011379970797098732,401.49016640367233
0.355,0.48624193693024054,0.013081520925644357,401.5333596327643
0.365,0.487260987200671,0.012068000340944554,401.57655286185627
0.375,0.48889146763335967,0.011789243839774134,401.61974609094824
0.385,0.4905219480660483,0.012773180772754954,401.66293932004015
0.395,0.49286576368803814,0.011390566031985641,401.7061325491321
0.405,0.4894009927685749,0.011231054993445051,401.7493257782241
0.415,0.4906748056066128,0.01314341829472216,401.792519007316
0.425,0.49317147876916745,0.013395293851102457,401.83571223640797
0.435,0.4951586267965067,0.011826000122928141,401.87890546549994
0.445,0.49561719941820015,0.011835420626935529,401.9220986945919
0.455,0.494801959201856,0.012695751866057184,401.9652919236838
0.465,0.493833861444947,0.011781567210010778,402.0084851527758
0.475,0.49505672176946364,0.011562285040791957,402.05167838186776
0.485,0.4992348278782282,0.011905561485196543,402.0948716109597
0.495,0.4996424479864004,0.01104256138535482,402.13806484005164
0.505,0.5007124507703521,0.013799526246377296,402.1812580691436
0.515,0.4984195876618837,0.013965285741421677,402.2244512982355
0.525,0.5018334060678257,0.012808853818711396,402.2676445273275
0.535,0.5028524563382561,0.010887707594588014,402.31083775641946
0.545,0.502954361365299,0.013009959777702617,402.35403098551143
0.555,0.5033110289599496,0.013448730072475878,402.39722421460334
0.565,0.5015276909866965,0.013897992746492305,402.4404174436953
0.575,0.5055019870413751,0.012979689467772879,402.4836106727873
0.585,0.5084572328256232,0.012356601323913877,402.5268039018792
0.595,0.5081515177444941,0.013341545329158423,402.56999713097116
0.605,0.5078967551768866,0.012304176596830358,402.61319036006313
0.615,0.5081005652309725,0.01376099050681539,402.6563835891551
0.625,0.5086610428797093,0.01413745031736447,402.699576818247
0.635,0.5099348557177473,0.01195392163934679,402.742770047339
0.645,0.5125334339073447,0.012708139176903388,402.78596327643095
0.655,0.5124824813938232,0.012862687577053255,402.82915650552286
0.665,0.5119220037450866,0.012495045500678682,402.87234973461483
0.675,0.513246769096646,0.013063466648845388,402.9155429637068
0.685,0.5136543892048181,0.011140090999529565,402.9587361927987
0.695,0.5142658193670765,0.012328130344022524,403.0019294218907
0.705,0.5159472523132865,0.011037810772566345,403.04512265098265
0.715,0.5163548724214587,0.012210898583722856,403.0883158800746
0.725,0.5188005930704916,0.013927679377989043,403.13150910916653
0.735,0.5184948779893626,0.012081356930058315,403.1747023382585
0.745,0.5182910679352766,0.012956130732858883,403.21789556735047
0.755,0.519717738313879,0.012467626888959263,403.2610887964424
0.765,0.5173739226918892,0.0124491036195206,403.30428202553435
0.775,0.5187496405569703,0.012743171166374743,403.3474752546263
0.785,0.5217048863412183,0.012411657228456838,403.3906684837183
0.795,0.5200744059085299,0.013343510760634534,403.4338617128102
0.805,0.5183929729623195,0.012908274828434776,403.47705494190217
0.815,0.5218067913682616,0.013930785745147398,403.52024817099414
0.825,0.521195361206003,0.01116360622601638,403.56344140008605
0.835,0.5251187047471602,0.012678699552351886,403.606634629178
0.845,0.523131556719821,0.011950081973509396,403.64982785827
0.855,0.5249148946930743,0.012984436478160267,403.69302108736196
0.865,0.5218067913682616,0.013275337689027559,403.73621431645387
0.875,0.5231825092333424,0.01259902506587264,403.77940754554584
0.885,0.5225201265575626,0.01385490512347045,403.8226007746378
0.895,0.5223163165034767,0.012094915587915948,403.8657940037297
0.905,0.5230806042062994,0.012457526701808086,403.9089872328217
0.915,0.5242015595037729,0.013016710530782346,403.95218046191366
0.925,0.5250677522336388,0.011370288264432305,403.99537369100557
