time,mean_v,std_v,wavelength
0.005,1.9703867507850745,0.02190317640282398,500.0043224768798
0.015,1.9803734434352926,0.019219217039448573,500.0129674306393
0.025,1.9759915272724422,0.023260705888230388,500.02161238439885
0.035,1.9726796138935432,0.019131898003324415,500.03025733815844
0.045,1.9767048624617432,0.017798421306868036,500.03890229191796
0.055,1.9738515217045378,0.021698687429738312,500.04754724567755
0.065,1.9802205858947284,0.021276114251588606,500.0561921994371
0.075,1.9744629518667964,0.02005571018569605,500.0648371531966
0.085,1.9771634350834366,0.020693777642835493,500.0734821069562
0.095,1.975787717218356,0.020896617848372264,500.0821270607157
0.105,1.9769596250293506,0.021106331281865207,500.09077201447525
0.115,1.9820039238679814,0.01966486732466917,500.09941696823483
0.125,1.973953426731581,0.020598834223209975,500.10806192199436
0.135,1.9772143875969583,0.018213494476119696,500.11670687575395
0.145,1.9797620132730342,0.020509269767185877,500.1253518295135
0.155,1.9732910440558016,0.020507415665848978,500.133996783273
0.165,1.9787939155161256,0.018187487483542996,500.1426417370326
0.175,1.976093432299485,0.020227051729900143,500.1512866907921
0.185,1.9754820021372266,0.019252481041395642,500.15993164455165
0.195,1.9803224909217712,0.019619140524309294,500.16857659831123
0.205,1.9734439015963658,0.021436052433964736,500.17722155207076
0.215,1.975431049623705,0.020931663796634706,500.1858665058303
0.225,1.973647711650452,0.01959379473100422,500.1945114595899
0.235,1.9744119993532747,0.019111052219648938,500.2031564133494
0.245,1.9752781920831408,0.019205567607276847,500.211801367109
0.255,1.9749724770020114,0.02184443182423492,500.2204463208685
0.265,1.975889622245399,0.02138706239726933,500.22909127462805
0.275,1.9745648568938392,0.022309587650617083,500.23773622838763
0.285,1.9795072507054272,0.022940065385898274,500.24638118214716
0.295,1.9790486780837329,0.018449816602756387,500.2550261359067
0.305,1.9788958205431686,0.02178715381229193,500.2636710896663
0.315,1.9774181976510443,0.021887606472475483,500.2723160434258
0.325,1.9747177144344032,0.01901641182449808,500.2809609971854
0.335,1.9786920104890822,0.022847512552922437,500.2896059509449
0.345,1.9751253345425759,0.01956828209741332,500.29825090470445
0.355,1.9721191362448058,0.017923221005071856,500.30689585846403
