time,mean_v,std_v,wavelength
0.005,-0.5268468894181413,0.0011160787014836862,620.0088260135135
0.015,-0.5270506994722274,0.0005095251352152273,620.0264780405405
0.025,-0.5269997469587058,0.0010190502704304548,620.0441300675676
0.035,-0.5267449843910983,0.0013065875327146039,620.0617820945946
0.045,-0.5267449843910983,0.0013065875327146039,620.0794341216216
0.055,-0.5269487944451844,0.0008735635612225345,620.0970861486486
0.065,-0.5270506994722274,0.0005095251352152274,620.1147381756757
0.075,-0.5269487944451844,0.0008735635612225346,620.1323902027027
0.085,-0.5268468894181413,0.0011160787014836862,620.1500422297297
0.095,-0.5268468894181413,0.0011160787014836862,620.1676942567567
0.105,-0.5271016519857489,1.1158161231197418e-16,620.1853462837838
0.115,-0.5268468894181413,0.0011160787014836862,620.2029983108108
0.125,-0.5270506994722274,0.0005095251352152273,620.2206503378378
0.135,-0.5269487944451844,0.0008735635612225345,620.2383023648649
0.145,-0.5269487944451844,0.0008735635612225345,620.2559543918919
0.155,-0.5269997469587058,0.0007169288402029137,620.2736064189189
0.165,-0.5269487944451844,0.0008735635612225346,620.2912584459459
0.175,-0.5268978419316628,0.0012375263051382344,620.308910472973
0.185,-0.5269487944451844,0.0008735635612225346,620.3265625
0.195,-0.5268468894181413,0.0011160787014836862,620.344214527027
0.205,-0.5268978419316628,0.0010034913373614153,620.361866554054
0.215,-0.5267959369046197,0.0012161511858046767,620.3795185810811
0.225,-0.5267449843910983,0.0013065875327146039,620.3971706081081
0.235,-0.5266940318775767,0.0013892708481929846,620.4148226351351
0.245,-0.5266430793640552,0.0014655139827770237,620.4324746621621
0.255,-0.526999746958706,0.0007169288402029136,620.4501266891892
0.265,-0.5264392693099691,0.0017221830799437345,620.4677787162162
0.275,-0.5266940318775767,0.0013892708481929846,620.4854307432432
0.285,-0.5268978419316628,0.0010034913373614153,620.5030827702702
0.295,-0.5269487944451844,0.0008735635612225346,620.5207347972973
0.305,-0.5268978419316628,0.0010034913373614153,620.5383868243243
0.315,-0.5269997469587058,0.0007169288402029137,620.5560388513513
0.325,-0.5269997469587058,0.0007169288402029136,620.5736908783783
0.335,-0.5269997469587058,0.0007169288402029136,620.5913429054054
0.345,-0.5271016519857489,0.0007242074921938385,620.6089949324324
0.355,-0.5269487944451844,0.001134720136088844,620.6266469594594
0.365,-0.5267959369046199,0.0012161511858046767,620.6442989864864
0.375,-0.5269487944451844,0.0008735635612225346,620.6619510135135
0.385,-0.5264902218234906,0.0016641021231998824,620.6796030405405
0.395,-0.5269487944451844,0.001134720136088844,620.6972550675675
0.405,-0.5267449843910983,0.0013065875327146039,620.7149070945947
0.415,-0.5271016519857489,1.1158161231197418e-16,620.7325591216216
0.425,-0.5268978419316628,0.0010034913373614153,620.7502111486486
0.435,-0.5269997469587058,0.0007169288402029137,620.7678631756756
0.445,-0.5269997469587058,0.0007169288402029137,620.7855152027028
0.455,-0.5268468894181414,0.0011160787014836858,620.8031672297298
0.465,-0.5265921268505338,0.0015362760861491003,620.8208192567567
0.475,-0.5263883167964475,0.0017768929287757113,620.8384712837837
0.485,-0.5267449843910983,0.0013065875327146039,620.8561233108109
0.495,-0.5266430793640552,0.0014655139827770237,620.8737753378379
0.505,-0.5263883167964477,0.0017768929287757113,620.8914273648649
0.515,-0.5256240290936247,0.002323679298561452,620.9090793918919
0.525,-0.52613355422884,0.0020089416626706347,620.926731418919
0.535,-0.52613355422884,0.0020089416626706347,620.944383445946
0.545,-0.5263373642829261,0.0018285342859526218,620.962035472973
0.555,-0.5255221240665817,0.002368391031747696,620.9796875
0.565,-0.5252673614989741,0.0024580417378385604,620.9973395270271
0.575,-0.5251145039584095,0.002497728541968191,621.0149915540541
0.585,-0.524961646417845,0.002527473772269696,621.0326435810811
0.595,-0.5250125989313665,0.0025186391499602487,621.0502956081081
0.605,-0.5248087888772806,0.002547625676076137,621.0679476351352
0.615,-0.5247578363637591,0.0025522535194473007,621.0855996621622
0.625,-0.5246049788231945,0.002559948000333671,621.1032516891892
0.635,-0.5247068838502373,0.002555847159894811,621.1209037162162
0.645,-0.5248597413908019,0.002541957981233396,621.1385557432433
0.655,-0.524757836363759,0.0025522535194473003,621.1562077702703
0.665,-0.5242483112285439,0.002541957981233396,621.1738597972973
0.675,-0.5251145039584095,0.002497728541968191,621.1915118243244
0.685,-0.5253692665260172,0.00242582485712211,621.2091638513514
0.695,-0.5259806966882753,0.0021213222997018455,621.2268158783784
0.705,-0.5256240290936247,0.0023236792985614524,621.2444679054054
0.715,-0.5259297441747539,0.00215504972899548,621.2621199324325
0.725,-0.5260316492017969,0.002085793014434478,621.2797719594595
0.735,-0.5260316492017969,0.0020857930144344778,621.2974239864865
0.745,-0.5265411743370122,0.0016022835039763486,621.3150760135135
0.755,-0.5265921268505336,0.0015362760861491003,621.3327280405406
0.765,-0.5265411743370122,0.0016022835039763486,621.3503800675676
0.775,-0.5263883167964475,0.001776892928775711,621.3680320945946
0.785,-0.5264902218234906,0.0016641021231998824,621.3856841216216
0.795,-0.5262864117694045,0.001877360387501001,621.4033361486487
0.805,-0.5265411743370122,0.0016022835039763486,621.4209881756757
0.815,-0.5265411743370122,0.0017583483496919528,621.4386402027027
0.825,-0.5262864117694046,0.0018773603875010007,621.4562922297297
0.835,-0.5263373642829261,0.0018285342859526218,621.4739442567568
0.845,-0.5268468894181413,0.001116078701483686,621.4915962837838
0.855,-0.5266940318775767,0.0013892708481929843,621.5092483108108
0.865,-0.5265411743370122,0.0016022835039763486,621.5269003378378
